course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,33,Funding Strategy Checklists,#/toolkit/33,practical_exercise,"Use Funding Strategy Checklists to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",Funding Strategy Checklists is relevant because the module addresses funding concepts or artifacts connected to Play 8.
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,35,AI Total Cost of Ownership and Sustainability Worksheet,#/toolkit/35,practical_exercise,"Use AI Total Cost of Ownership and Sustainability Worksheet to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Total Cost of Ownership and Sustainability Worksheet is relevant because the module addresses funding concepts or artifacts connected to Play 8, Play 9, Play 11."
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
EXE 450,exe-450-ai-sustainability-and-lifecycle-funding,AI Sustainability and Lifecycle Funding,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,8; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
EXE 460,exe-460-ai-governance-board-chair-training,AI Governance Board Chair Training,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
EXE 470,exe-470-ai-crisis-communications-and-executive-response,AI Crisis Communications and Executive Response,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,11,Build and Deploy AI Solutions,1; 7; 8,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 330,gov-330-data-governance-for-ai-ready-public-health-data,Data Governance for AI-Ready Public Health Data,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,16,Incident Response Checklist,#/toolkit/16,practical_exercise,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,17,Compliance Audit Checklist,#/toolkit/17,practical_exercise,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,18,Policy Update & Version Control Log,#/toolkit/18,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,19,Plain-Language AI Public Notice Template,#/toolkit/19,illustrative_example,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,44,Performance Monitoring Dashboard,#/toolkit/44,practical_exercise,"Use Performance Monitoring Dashboard to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Performance Monitoring Dashboard is relevant because the module addresses monitoring concepts or artifacts connected to Play 12, Play 13."
GOV 340,gov-340-ai-audit-readiness-and-evidence-management,AI Audit Readiness and Evidence Management,Governance and Security Track,12,Execute Governance and Oversight,3; 11; 13,45,Continuous Improvement Log,#/toolkit/45,practical_exercise,"Use Continuous Improvement Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Continuous Improvement Log is relevant because the module addresses improvement concepts or artifacts connected to Play 12, Play 13."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 350,gov-350-identity-access-and-permissions-for-ai-workflows,"Identity, Access, and Permissions for AI Workflows",Governance and Security Track,11,Build and Deploy AI Solutions,1; 2; 3,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 360,gov-360-third-party-ai-risk-management,Third-Party AI Risk Management,Governance and Security Track,11,Build and Deploy AI Solutions,1; 3; 8,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
